UID,responseTime_KDT,responseTime_unixtimestamp,Valence,Arousal,Attention,Stress,Duration,Disturbance_level,Emotion_change
1523,2019-05-17T18:56:50.000+09:00,1558087010,2,-2,2,-1,10,-2,2
1503,2019-05-17T18:56:56.000+09:00,1558087016,1,-2,0,-1,60,-2,0
1541,2019-05-17T19:00:28.000+09:00,1558087228,-1,1,-1,1,5,1,-1
1502,2019-05-17T19:00:41.000+09:00,1558087241,-1,-1,0,-1,30,-2,0
1515,2019-05-17T19:02:41.000+09:00,1558087361,-1,1,-2,1,60,-3,0
1511,2019-05-17T19:02:47.000+09:00,1558087367,1,2,-3,0,60,-3,0
1520,2019-05-17T19:02:58.000+09:00,1558087378,1,-1,0,0,15,1,-1
1527,2019-05-17T19:03:03.000+09:00,1558087383,1,0,0,-1,20,-3,0
1522,2019-05-17T19:13:17.000+09:00,1558087997,0,0,-2,-1,15,-1,0
1507,2019-05-17T19:13:46.000+09:00,1558088026,0,0,0,-1,20,0,0
1501,2019-05-17T19:14:23.000+09:00,1558088063,0,-2,0,-1,10,0,0
1517,2019-05-17T19:17:46.000+09:00,1558088266,1,2,-1,1,15,-1,0
1519,2019-05-17T19:32:34.000+09:00,1558089154,-3,0,3,3,20,2,0
1510,2019-05-17T19:36:43.000+09:00,1558089403,3,1,3,-2,#N/A,3,-1
1521,2019-05-17T19:37:50.000+09:00,1558089470,2,-2,2,1,10,2,0
1504,2019-05-17T19:38:30.000+09:00,1558089510,-3,-3,3,3,30,-3,-3
1503,2019-05-17T19:39:07.000+09:00,1558089547,1,1,1,-1,10,0,-1
1507,2019-05-17T19:39:37.000+09:00,1558089577,0,0,0,-1,20,0,0
1526,2019-05-17T19:43:41.000+09:00,1558089821,1,1,1,1,15,1,1
1518,2019-05-17T19:44:47.000+09:00,1558089887,-1,1,1,1,15,-3,0
1523,2019-05-17T19:45:26.000+09:00,1558089926,2,2,-3,1,10,1,1
1541,2019-05-17T19:46:56.000+09:00,1558090016,1,3,1,-2,5,1,1
1502,2019-05-17T19:47:35.000+09:00,1558090055,2,1,0,-1,30,2,0
1511,2019-05-17T19:49:43.000+09:00,1558090183,1,2,1,1,5,2,0
1501,2019-05-17T19:55:01.000+09:00,1558090501,1,2,1,0,10,0,0
1501,2019-05-17T19:55:01.000+09:00,1558090501,1,2,1,0,10,0,0
1514,2019-05-17T20:11:57.000+09:00,1558091517,0,-1,1,0,30,-1,0
1506,2019-05-17T20:20:30.000+09:00,1558092030,1,2,-1,1,20,1,-1
1515,2019-05-17T20:24:25.000+09:00,1558092265,1,-3,1,-2,30,-1,0
1522,2019-05-17T20:25:21.000+09:00,1558092321,1,0,0,-1,5,1,0
1526,2019-05-17T20:25:41.000+09:00,1558092341,1,1,2,1,60,1,-1
1518,2019-05-17T20:26:32.000+09:00,1558092392,0,0,0,0,15,-3,0
1523,2019-05-17T20:27:19.000+09:00,1558092439,0,-2,-2,1,20,1,-1
1521,2019-05-17T20:30:52.000+09:00,1558092652,0,-2,2,3,20,2,0
1520,2019-05-17T20:31:15.000+09:00,1558092675,1,1,1,-1,20,-1,-1
1519,2019-05-17T20:31:59.000+09:00,1558092719,1,2,1,0,10,1,0
1516,2019-05-17T20:35:40.000+09:00,1558092940,3,3,3,-2,60,3,0
1541,2019-05-17T20:51:12.000+09:00,1558093872,3,3,3,-3,60,-3,3
1504,2019-05-17T20:58:15.000+09:00,1558094295,-3,-3,3,3,60,3,-3
1507,2019-05-17T21:01:01.000+09:00,1558094461,0,0,0,0,#N/A,0,0
1520,2019-05-17T21:02:42.000+09:00,1558094562,0,-2,0,-2,15,-1,-1
1511,2019-05-17T21:04:11.000+09:00,1558094651,1,2,1,1,30,2,0
1506,2019-05-17T21:05:22.000+09:00,1558094722,3,3,-1,-2,60,1,0
1521,2019-05-17T21:06:16.000+09:00,1558094776,2,-2,-2,2,10,1,0
1515,2019-05-17T21:07:44.000+09:00,1558094864,2,-3,-3,-2,20,1,0
1523,2019-05-17T21:07:50.000+09:00,1558094870,0,1,-1,-2,10,-2,-1
1541,2019-05-17T21:11:25.000+09:00,1558095085,2,-1,-2,-1,10,2,0
1526,2019-05-17T21:11:48.000+09:00,1558095108,-1,-2,2,2,30,-2,0
1516,2019-05-17T21:14:26.000+09:00,1558095266,0,-3,-1,-2,30,3,-1
1518,2019-05-17T21:14:41.000+09:00,1558095281,0,0,0,0,10,-3,0
1509,2019-05-17T21:15:45.000+09:00,1558095345,-1,-1,0,1,10,1,0
1501,2019-05-17T21:15:49.000+09:00,1558095349,0,-1,-1,0,5,0,0
1502,2019-05-17T21:15:51.000+09:00,1558095351,2,0,1,-2,30,1,0
1527,2019-05-17T21:20:12.000+09:00,1558095612,1,0,1,-3,15,2,0
1522,2019-05-17T21:21:10.000+09:00,1558095670,-1,1,0,1,15,0,0
1514,2019-05-17T21:24:05.000+09:00,1558095845,0,-1,1,0,30,0,-1
1511,2019-05-17T21:35:28.000+09:00,1558096528,2,1,2,1,60,-3,0
1520,2019-05-17T21:39:33.000+09:00,1558096773,1,1,1,-1,15,-1,1
1521,2019-05-17T21:45:41.000+09:00,1558097141,1,-3,2,3,5,1,0
1504,2019-05-17T21:49:49.000+09:00,1558097389,1,1,1,2,30,-3,1
1507,2019-05-17T21:56:11.000+09:00,1558097771,0,0,0,-1,60,0,0
1515,2019-05-17T21:57:35.000+09:00,1558097855,0,-3,-3,1,60,0,0
1501,2019-05-17T21:59:31.000+09:00,1558097971,0,-2,-1,0,20,0,0
1506,2019-05-17T22:00:29.000+09:00,1558098029,3,0,0,-3,60,0,-1
1502,2019-05-17T22:01:29.000+09:00,1558098089,1,1,1,-2,30,-1,1
1541,2019-05-17T22:02:28.000+09:00,1558098148,1,-2,-1,-2,20,3,-1
1522,2019-05-17T22:27:42.000+09:00,1558099662,2,-2,0,0,15,-2,0
1514,2019-05-17T22:30:26.000+09:00,1558099826,0,-1,0,0,30,0,0
1501,2019-05-17T22:40:19.000+09:00,1558100419,0,-2,0,0,20,0,0
1515,2019-05-17T22:50:12.000+09:00,1558101012,2,-3,1,-2,30,0,0
1511,2019-05-17T23:07:06.000+09:00,1558102026,-2,2,2,1,60,2,-1
1508,2019-05-17T23:29:27.000+09:00,1558103367,3,-3,3,-3,30,3,0
1541,2019-05-18T00:01:35.000+09:00,1558105295,1,-1,-2,-2,60,-1,0
1508,2019-05-18T00:09:51.000+09:00,1558105791,3,-2,2,-3,15,1,1
1515,2019-05-18T00:16:42.000+09:00,1558106202,2,-3,-3,-2,60,2,0
1511,2019-05-18T00:46:28.000+09:00,1558107988,-1,-3,-2,0,60,0,0
1508,2019-05-18T00:54:02.000+09:00,1558108442,3,-2,1,-2,20,-3,1
1515,2019-05-18T00:58:12.000+09:00,1558108692,3,-1,1,-2,20,0,0
1503,2019-05-18T01:14:23.000+09:00,1558109663,2,1,1,-2,60,-3,1
1515,2019-05-18T08:46:02.000+09:00,1558136762,-2,1,1,2,30,-2,-1
1519,2019-05-18T10:04:51.000+09:00,1558141491,0,-1,0,0,15,0,-1
1507,2019-05-18T10:06:31.000+09:00,1558141591,0,0,0,0,20,0,0
1523,2019-05-18T10:06:57.000+09:00,1558141617,1,2,2,-2,5,-2,2
1504,2019-05-18T10:09:29.000+09:00,1558141769,2,-3,0,-2,60,-3,1
1511,2019-05-18T10:10:28.000+09:00,1558141828,-1,-3,-3,0,30,-3,0
1502,2019-05-18T10:11:26.000+09:00,1558141886,2,1,1,-1,5,-2,1
1510,2019-05-18T10:13:35.000+09:00,1558142015,3,-1,0,-2,#N/A,0,0
1515,2019-05-18T10:15:03.000+09:00,1558142103,-1,-2,2,-1,60,1,0
1501,2019-05-18T10:32:21.000+09:00,1558143141,0,-2,-1,0,5,0,0
1525,2019-05-18T10:33:04.000+09:00,1558143184,1,-2,-1,1,5,-1,0
1506,2019-05-18T10:34:58.000+09:00,1558143298,2,0,-1,-2,60,1,0
1503,2019-05-18T10:37:31.000+09:00,1558143451,0,2,-1,1,60,-2,0
1516,2019-05-18T10:44:15.000+09:00,1558143855,0,-3,-3,-3,60,3,-1
1521,2019-05-18T10:47:10.000+09:00,1558144030,1,-1,-1,2,20,0,0
1511,2019-05-18T10:50:31.000+09:00,1558144231,-1,-2,-3,2,20,3,0
1520,2019-05-18T10:56:57.000+09:00,1558144617,-2,-2,-1,1,30,1,-1
1504,2019-05-18T10:57:39.000+09:00,1558144659,1,0,0,-3,60,-3,0
1519,2019-05-18T11:00:37.000+09:00,1558144837,1,1,1,-1,10,0,1
1526,2019-05-18T11:03:16.000+09:00,1558144996,-1,-2,1,3,20,-3,-2
1514,2019-05-18T11:11:26.000+09:00,1558145486,0,-1,1,1,30,0,-1
1510,2019-05-18T11:15:11.000+09:00,1558145711,3,1,3,-2,#N/A,2,2
1501,2019-05-18T11:16:33.000+09:00,1558145793,0,-2,0,0,10,0,0
1503,2019-05-18T11:17:42.000+09:00,1558145862,-2,2,2,3,15,-1,0
1515,2019-05-18T11:18:08.000+09:00,1558145888,2,-3,-1,1,5,-2,2
1504,2019-05-18T11:18:09.000+09:00,1558145889,1,-3,1,-3,60,-3,0
1523,2019-05-18T11:20:40.000+09:00,1558146040,2,1,3,0,15,-2,1
1521,2019-05-18T11:23:24.000+09:00,1558146204,0,-2,-3,0,10,2,0
1507,2019-05-18T11:24:00.000+09:00,1558146240,0,0,0,0,60,0,0
1516,2019-05-18T11:33:36.000+09:00,1558146816,2,1,1,-2,30,3,-1
1525,2019-05-18T11:34:36.000+09:00,1558146876,1,1,1,-1,5,-2,0
1527,2019-05-18T11:52:15.000+09:00,1558147935,1,0,0,-1,60,-3,1
1510,2019-05-18T11:57:08.000+09:00,1558148228,3,2,1,-3,60,2,3
1501,2019-05-18T12:01:27.000+09:00,1558148487,0,-2,-2,-1,20,0,0
1514,2019-05-18T12:07:01.000+09:00,1558148821,0,-1,0,1,30,-1,-1
1515,2019-05-18T12:09:01.000+09:00,1558148941,2,-3,-1,-1,30,2,-1
1502,2019-05-18T12:09:18.000+09:00,1558148958,1,-1,-1,-1,30,2,1
1526,2019-05-18T12:11:17.000+09:00,1558149077,-1,-3,2,1,20,-3,0
1516,2019-05-18T12:11:27.000+09:00,1558149087,2,3,3,-1,30,3,-2
1523,2019-05-18T12:12:18.000+09:00,1558149138,2,-2,-2,-2,10,-2,2
1519,2019-05-18T12:15:09.000+09:00,1558149309,1,-1,0,-1,10,0,1
1525,2019-05-18T12:16:04.000+09:00,1558149364,2,1,2,-2,10,-2,0
1507,2019-05-18T12:16:41.000+09:00,1558149401,0,0,0,0,60,0,0
1506,2019-05-18T12:18:57.000+09:00,1558149537,1,-1,-2,-1,60,1,0
1511,2019-05-18T12:24:09.000+09:00,1558149849,0,-3,-3,1,15,-2,0
1502,2019-05-18T12:46:27.000+09:00,1558151187,1,0,1,-1,15,-1,1
1522,2019-05-18T12:46:55.000+09:00,1558151215,1,2,0,1,10,1,-1
1506,2019-05-18T12:46:56.000+09:00,1558151216,-2,-1,-3,2,10,2,-1
1514,2019-05-18T12:51:25.000+09:00,1558151485,0,-2,0,0,30,0,-1
1526,2019-05-18T12:51:38.000+09:00,1558151498,1,-1,1,1,10,1,0
1504,2019-05-18T12:55:10.000+09:00,1558151710,0,0,0,0,60,0,0
1516,2019-05-18T12:57:28.000+09:00,1558151848,2,3,3,1,20,3,-1
1541,2019-05-18T12:58:33.000+09:00,1558151913,1,-2,-1,-2,15,1,0
1503,2019-05-18T12:58:55.000+09:00,1558151935,-2,0,-1,1,30,-1,0
1503,2019-05-18T12:58:55.000+09:00,1558151935,-2,0,-1,1,30,-1,0
1507,2019-05-18T13:00:52.000+09:00,1558152052,0,0,0,0,#N/A,0,0
1521,2019-05-18T13:02:42.000+09:00,1558152162,2,-2,2,-2,15,1,0
1523,2019-05-18T13:03:13.000+09:00,1558152193,-1,-2,-2,-2,5,-2,-1
1519,2019-05-18T13:05:19.000+09:00,1558152319,2,2,-1,-2,15,-1,1
1520,2019-05-18T13:08:43.000+09:00,1558152523,0,-2,-1,-2,20,-1,0
1525,2019-05-18T13:08:54.000+09:00,1558152534,1,1,1,2,10,-2,0
1525,2019-05-18T13:20:06.000+09:00,1558153206,-1,1,1,1,10,-2,-2
1522,2019-05-18T13:21:43.000+09:00,1558153303,0,-1,-1,0,10,-1,0
1510,2019-05-18T13:27:45.000+09:00,1558153665,1,2,3,-3,#N/A,2,0
1510,2019-05-18T13:29:37.000+09:00,1558153777,3,2,2,-3,#N/A,2,0
1525,2019-05-18T13:39:25.000+09:00,1558154365,1,1,-1,-1,5,-1,0
1517,2019-05-18T13:39:53.000+09:00,1558154393,0,2,-1,1,20,-3,0
1521,2019-05-18T13:42:35.000+09:00,1558154555,1,-2,-1,2,5,-2,0
1523,2019-05-18T13:44:08.000+09:00,1558154648,2,3,2,-2,10,-3,2
1509,2019-05-18T13:44:13.000+09:00,1558154653,0,0,0,0,5,0,0
1516,2019-05-18T13:44:51.000+09:00,1558154691,3,1,3,-2,30,3,0
1502,2019-05-18T13:45:35.000+09:00,1558154735,1,1,1,-2,20,1,0
1541,2019-05-18T13:48:05.000+09:00,1558154885,2,2,0,-3,10,3,1
1504,2019-05-18T13:49:54.000+09:00,1558154994,3,-3,3,-3,30,-3,3
1512,2019-05-18T13:51:12.000+09:00,1558155072,2,1,-1,2,5,0,0
1501,2019-05-18T13:54:24.000+09:00,1558155264,0,1,1,0,5,1,-1
1509,2019-05-18T14:08:43.000+09:00,1558156123,1,0,0,0,20,0,0
1512,2019-05-18T14:17:17.000+09:00,1558156637,2,1,0,-1,10,0,0
1519,2019-05-18T14:25:16.000+09:00,1558157116,2,1,2,-2,15,0,1
1509,2019-05-18T14:26:00.000+09:00,1558157160,-1,1,-1,1,10,0,0
1509,2019-05-18T14:26:00.000+09:00,1558157160,-1,1,-1,1,10,0,0
1504,2019-05-18T14:26:38.000+09:00,1558157198,3,-3,0,-3,60,-3,1
1541,2019-05-18T14:26:45.000+09:00,1558157205,3,1,1,-3,5,3,0
1526,2019-05-18T14:27:40.000+09:00,1558157260,0,-1,-1,1,60,1,1
1517,2019-05-18T14:29:20.000+09:00,1558157360,-2,2,-2,2,30,-3,0
1523,2019-05-18T14:29:50.000+09:00,1558157390,2,2,-1,-3,10,-2,1
1505,2019-05-18T14:30:15.000+09:00,1558157415,3,3,3,-2,30,1,2
1525,2019-05-18T14:30:28.000+09:00,1558157428,2,-1,0,-2,5,-2,1
1527,2019-05-18T14:30:56.000+09:00,1558157456,1,1,1,-2,30,-3,0
1522,2019-05-18T14:43:38.000+09:00,1558158218,-1,0,-2,1,15,1,-2
1502,2019-05-18T15:06:07.000+09:00,1558159567,1,2,0,-1,20,2,1
1506,2019-05-18T15:06:14.000+09:00,1558159574,3,3,1,-3,60,0,2
1506,2019-05-18T15:06:14.000+09:00,1558159574,3,3,1,-3,60,0,2
1506,2019-05-18T15:06:14.000+09:00,1558159574,3,3,1,-3,60,0,2
1522,2019-05-18T15:07:23.000+09:00,1558159643,-1,-2,-2,0,5,-1,0
1511,2019-05-18T15:09:49.000+09:00,1558159789,-1,-2,-1,0,30,-2,0
1523,2019-05-18T15:10:14.000+09:00,1558159814,3,3,3,-3,15,-2,1
1507,2019-05-18T15:11:35.000+09:00,1558159895,0,-3,0,0,#N/A,-1,0
1526,2019-05-18T15:12:33.000+09:00,1558159953,-1,-2,-1,1,30,1,1
1501,2019-05-18T15:12:57.000+09:00,1558159977,0,-2,0,0,5,1,-1
1501,2019-05-18T15:12:57.000+09:00,1558159977,0,-2,0,0,5,1,-1
1517,2019-05-18T15:12:59.000+09:00,1558159979,-1,-2,-3,2,20,-3,0
1505,2019-05-18T15:13:35.000+09:00,1558160015,3,3,3,-3,60,0,0
1503,2019-05-18T15:13:42.000+09:00,1558160022,-1,-2,-2,1,30,-1,0
1525,2019-05-18T15:15:26.000+09:00,1558160126,2,1,2,-2,10,-2,0
1521,2019-05-18T15:18:10.000+09:00,1558160290,0,-2,0,2,30,0,0
1519,2019-05-18T15:19:01.000+09:00,1558160341,2,3,1,-2,10,0,1
1520,2019-05-18T15:32:26.000+09:00,1558161146,0,-1,1,-1,60,-1,0
1510,2019-05-18T15:33:45.000+09:00,1558161225,2,3,2,-3,#N/A,-1,-2
1505,2019-05-18T15:45:46.000+09:00,1558161946,3,3,3,0,60,1,1
1514,2019-05-18T15:47:00.000+09:00,1558162020,0,0,1,2,30,1,-3
1509,2019-05-18T15:50:25.000+09:00,1558162225,-1,-1,-2,1,20,0,0
1502,2019-05-18T15:51:48.000+09:00,1558162308,1,1,1,-2,20,1,0
1510,2019-05-18T15:52:14.000+09:00,1558162334,2,2,3,-3,10,2,-1
1501,2019-05-18T15:52:21.000+09:00,1558162341,0,-2,2,1,10,2,-1
1526,2019-05-18T15:53:53.000+09:00,1558162433,-1,-2,-2,2,60,0,-1
1525,2019-05-18T15:54:02.000+09:00,1558162442,1,-2,-1,-2,10,-2,0
1521,2019-05-18T15:57:25.000+09:00,1558162645,1,-2,-1,2,30,0,0
1523,2019-05-18T15:58:31.000+09:00,1558162711,2,2,2,-2,15,-2,-1
1514,2019-05-18T15:58:33.000+09:00,1558162713,0,-2,0,2,60,0,-2
1516,2019-05-18T15:59:12.000+09:00,1558162752,3,3,3,-2,30,-2,0
1520,2019-05-18T15:59:43.000+09:00,1558162783,1,-1,1,-1,30,-1,0
1505,2019-05-18T15:59:48.000+09:00,1558162788,3,3,3,-3,60,0,0
1504,2019-05-18T16:11:45.000+09:00,1558163505,0,0,0,0,60,0,0
1517,2019-05-18T16:12:16.000+09:00,1558163536,-1,2,-1,1,15,-3,0
1527,2019-05-18T16:24:09.000+09:00,1558164249,1,1,1,-2,15,-3,0
1510,2019-05-18T16:27:59.000+09:00,1558164479,2,3,1,-1,30,2,1
1522,2019-05-18T16:32:20.000+09:00,1558164740,2,1,-1,-1,10,-1,0
1516,2019-05-18T16:37:20.000+09:00,1558165040,3,3,3,-1,30,3,0
1503,2019-05-18T16:42:43.000+09:00,1558165363,1,-1,0,-2,30,0,0
1519,2019-05-18T16:43:21.000+09:00,1558165401,1,-1,-1,-1,15,-1,0
1526,2019-05-18T16:44:26.000+09:00,1558165466,-2,-2,-2,2,30,1,-1
1521,2019-05-18T16:45:16.000+09:00,1558165516,2,1,1,1,15,2,0
1514,2019-05-18T16:47:15.000+09:00,1558165635,0,-1,0,0,60,0,0
1523,2019-05-18T16:48:23.000+09:00,1558165703,0,-2,-2,-1,10,-2,-1
1501,2019-05-18T16:49:28.000+09:00,1558165768,0,1,2,1,10,0,0
1517,2019-05-18T16:54:07.000+09:00,1558166047,2,2,1,1,30,-3,0
1505,2019-05-18T16:54:14.000+09:00,1558166054,3,3,3,-3,60,0,0
1504,2019-05-18T17:03:36.000+09:00,1558166616,3,1,2,0,30,1,1
1515,2019-05-18T17:06:51.000+09:00,1558166811,1,-3,-3,-2,60,0,0
1509,2019-05-18T17:12:37.000+09:00,1558167157,0,0,-1,-1,10,0,1
1510,2019-05-18T17:15:29.000+09:00,1558167329,2,1,2,-3,#N/A,2,-1
1541,2019-05-18T17:18:07.000+09:00,1558167487,1,-2,3,-3,60,-3,1
1503,2019-05-18T17:22:01.000+09:00,1558167721,1,-1,-1,-1,30,-2,0
1511,2019-05-18T17:23:02.000+09:00,1558167782,2,3,2,0,10,3,0
1511,2019-05-18T17:23:02.000+09:00,1558167782,2,3,2,0,10,3,0
1521,2019-05-18T17:24:23.000+09:00,1558167863,2,-2,0,-2,10,0,0
1541,2019-05-18T17:25:15.000+09:00,1558167915,3,-1,2,-3,#N/A,1,1
1520,2019-05-18T17:25:22.000+09:00,1558167922,0,-1,0,-1,15,-1,0
1523,2019-05-18T17:26:32.000+09:00,1558167992,2,1,2,0,5,2,2
1514,2019-05-18T17:28:35.000+09:00,1558168115,0,-1,0,0,30,-1,0
1505,2019-05-18T17:29:09.000+09:00,1558168149,3,3,3,-3,60,1,2
1502,2019-05-18T17:32:23.000+09:00,1558168343,1,1,-1,-3,30,2,0
1526,2019-05-18T17:38:49.000+09:00,1558168729,0,0,-1,0,10,-3,0
1522,2019-05-18T17:44:03.000+09:00,1558169043,3,2,2,-3,10,-2,0
1506,2019-05-18T17:44:56.000+09:00,1558169096,3,2,1,-3,60,1,0
1506,2019-05-18T17:44:56.000+09:00,1558169096,3,2,1,-3,60,1,0
1517,2019-05-18T17:45:16.000+09:00,1558169116,1,2,1,-1,20,2,0
1507,2019-05-18T17:48:30.000+09:00,1558169310,0,0,0,0,#N/A,0,0
1527,2019-05-18T17:55:48.000+09:00,1558169748,2,1,1,-1,30,-3,0
1501,2019-05-18T17:57:39.000+09:00,1558169859,0,2,2,-1,15,2,-2
1523,2019-05-18T18:06:13.000+09:00,1558170373,-1,-2,2,1,10,-2,-1
1508,2019-05-18T18:08:42.000+09:00,1558170522,3,-1,2,-1,30,-3,3
1526,2019-05-18T18:09:45.000+09:00,1558170585,0,1,1,1,10,1,-1
1502,2019-05-18T18:10:37.000+09:00,1558170637,1,-1,0,-3,10,-2,-1
1516,2019-05-18T18:11:35.000+09:00,1558170695,-1,3,3,2,30,3,-1
1503,2019-05-18T18:12:36.000+09:00,1558170756,1,1,-1,-1,30,-1,1
1503,2019-05-18T18:12:36.000+09:00,1558170756,1,1,-1,-1,30,-1,1
1522,2019-05-18T18:13:28.000+09:00,1558170808,3,2,-2,-2,20,-1,2
1521,2019-05-18T18:13:33.000+09:00,1558170813,1,-2,-2,-1,30,0,0
1515,2019-05-18T18:13:35.000+09:00,1558170815,1,1,2,1,30,2,0
1520,2019-05-18T18:14:40.000+09:00,1558170880,-1,-2,-1,-1,30,-1,0
1507,2019-05-18T18:18:34.000+09:00,1558171114,2,-3,0,-2,30,0,0
1505,2019-05-18T18:20:31.000+09:00,1558171231,3,3,3,-3,60,0,0
1527,2019-05-18T18:20:50.000+09:00,1558171250,1,0,1,0,5,-3,1
1517,2019-05-18T18:26:14.000+09:00,1558171574,1,2,1,1,60,2,0
1514,2019-05-18T18:35:54.000+09:00,1558172154,0,-1,0,0,30,0,-1
1525,2019-05-18T18:36:06.000+09:00,1558172166,0,-3,1,-2,60,-2,0
1501,2019-05-18T18:49:15.000+09:00,1558172955,2,3,2,-1,20,2,-1
1520,2019-05-18T18:51:12.000+09:00,1558173072,1,-2,-2,-1,10,-2,0
1541,2019-05-18T18:52:03.000+09:00,1558173123,1,-2,-1,-1,15,3,0
1526,2019-05-18T18:52:46.000+09:00,1558173166,1,1,2,1,20,1,-1
1526,2019-05-18T18:52:46.000+09:00,1558173166,1,1,2,1,20,1,-1
1508,2019-05-18T18:55:56.000+09:00,1558173356,2,-3,2,-2,20,0,0
1514,2019-05-18T18:56:28.000+09:00,1558173388,0,-1,1,2,30,0,-2
1504,2019-05-18T18:56:33.000+09:00,1558173393,3,-3,-3,-3,60,-3,-1
1507,2019-05-18T18:57:45.000+09:00,1558173465,1,-1,0,0,30,0,0
1516,2019-05-18T18:57:55.000+09:00,1558173475,2,2,3,2,60,3,-1
1517,2019-05-18T18:58:15.000+09:00,1558173495,1,-1,-1,1,30,-3,0
1521,2019-05-18T18:58:15.000+09:00,1558173495,-1,-1,1,3,15,3,-2
1523,2019-05-18T18:58:19.000+09:00,1558173499,2,2,2,-1,10,-2,1
1502,2019-05-18T19:00:47.000+09:00,1558173647,1,3,2,-1,20,2,1
1527,2019-05-18T19:03:57.000+09:00,1558173837,1,1,1,-2,10,-3,1
1541,2019-05-18T19:18:22.000+09:00,1558174702,0,-3,-3,-1,5,-3,0
1512,2019-05-18T19:18:33.000+09:00,1558174713,0,-1,1,-2,10,1,1
1525,2019-05-18T19:29:54.000+09:00,1558175394,-1,-1,1,1,10,-2,0
1522,2019-05-18T19:35:13.000+09:00,1558175713,2,2,0,-3,10,-2,0
1507,2019-05-18T19:38:18.000+09:00,1558175898,0,0,0,0,15,0,0
1519,2019-05-18T19:40:00.000+09:00,1558176000,1,-1,0,1,5,1,-1
1527,2019-05-18T19:41:33.000+09:00,1558176093,1,1,1,-3,10,-3,0
1515,2019-05-18T19:41:51.000+09:00,1558176111,2,1,2,1,60,-1,1
1508,2019-05-18T19:42:35.000+09:00,1558176155,2,-2,2,-2,30,0,0
1516,2019-05-18T19:44:20.000+09:00,1558176260,2,2,3,1,60,3,-1
1526,2019-05-18T19:44:34.000+09:00,1558176274,2,2,3,0,60,1,1
1523,2019-05-18T19:47:04.000+09:00,1558176424,2,-2,1,-2,10,-2,1
1504,2019-05-18T19:48:46.000+09:00,1558176526,0,0,0,0,30,0,0
1512,2019-05-18T19:50:29.000+09:00,1558176629,1,-1,-1,2,10,-2,-1
1514,2019-05-18T19:52:03.000+09:00,1558176723,0,1,1,0,60,0,-1
1501,2019-05-18T19:54:13.000+09:00,1558176853,2,3,3,0,20,2,-2
1520,2019-05-18T20:00:40.000+09:00,1558177240,1,1,1,-1,20,-2,0
1518,2019-05-18T20:05:12.000+09:00,1558177512,-1,1,1,1,10,-3,0
1518,2019-05-18T20:05:12.000+09:00,1558177512,-1,1,1,1,10,-3,0
1518,2019-05-18T20:05:12.000+09:00,1558177512,-1,1,1,1,10,-3,0
1510,2019-05-18T20:17:00.000+09:00,1558178220,1,2,3,-1,#N/A,2,-3
1505,2019-05-18T20:18:25.000+09:00,1558178305,3,3,3,-3,60,0,0
1508,2019-05-18T20:25:15.000+09:00,1558178715,2,-1,1,-1,15,-2,-2
1516,2019-05-18T20:25:41.000+09:00,1558178741,1,3,3,1,20,3,0
1523,2019-05-18T20:26:16.000+09:00,1558178776,-1,-3,-3,-2,5,-2,-1
1523,2019-05-18T20:26:42.000+09:00,1558178802,-1,-3,-3,-2,10,-2,-1
1507,2019-05-18T20:27:28.000+09:00,1558178848,0,0,0,0,#N/A,0,0
1519,2019-05-18T20:27:53.000+09:00,1558178873,1,-2,1,0,10,2,0
1526,2019-05-18T20:28:17.000+09:00,1558178897,0,-2,1,0,10,1,0
1505,2019-05-18T20:28:42.000+09:00,1558178922,3,3,3,-3,60,0,0
1515,2019-05-18T20:28:46.000+09:00,1558178926,1,1,2,1,5,-2,-1
1525,2019-05-18T20:29:16.000+09:00,1558178956,0,-1,1,-1,5,-2,0
1527,2019-05-18T20:30:21.000+09:00,1558179021,1,1,1,0,20,-3,0
1509,2019-05-18T20:41:59.000+09:00,1558179719,2,1,0,1,5,0,0
1541,2019-05-18T20:47:01.000+09:00,1558180021,1,-2,-2,-2,30,-2,0
1501,2019-05-18T20:49:47.000+09:00,1558180187,2,1,1,1,10,1,-1
1506,2019-05-18T20:54:01.000+09:00,1558180441,3,-2,-2,-3,60,1,1
1522,2019-05-18T20:57:15.000+09:00,1558180635,0,-2,0,-1,10,-1,0
1511,2019-05-18T20:58:14.000+09:00,1558180694,-2,-3,-1,1,20,2,-1
1541,2019-05-18T20:59:34.000+09:00,1558180774,1,-1,0,-1,10,1,0
1505,2019-05-18T21:05:13.000+09:00,1558181113,3,3,3,-3,30,0,1
1502,2019-05-18T21:05:34.000+09:00,1558181134,1,2,3,-1,30,2,1
1518,2019-05-18T21:07:06.000+09:00,1558181226,0,0,0,0,15,-3,0
1518,2019-05-18T21:07:06.000+09:00,1558181226,0,0,0,0,15,-3,0
1510,2019-05-18T21:09:07.000+09:00,1558181347,2,0,1,-2,30,-2,0
1523,2019-05-18T21:09:16.000+09:00,1558181356,-2,-3,2,1,5,-2,-2
1516,2019-05-18T21:11:26.000+09:00,1558181486,3,2,2,2,30,3,-2
1519,2019-05-18T21:11:27.000+09:00,1558181487,0,-2,0,1,15,1,-1
1508,2019-05-18T21:11:30.000+09:00,1558181490,3,-1,3,-3,30,3,0
1525,2019-05-18T21:14:21.000+09:00,1558181661,1,0,1,-1,10,-2,0
